"","title","article","dt","clicked","category"
"400","韓國女子團體EXID抵台　歌迷熱情迎接","韓國女子團體EXID今中午抵台，5名成員下機後展現相當親和力，頻對大家揮手致意。有近2百名歌迷在桃園機場二航廈入境大廳迎接，她們一走出入境大門，歌迷呼叫自己偶像名字聲此起彼落，不少人蜂擁而上要拍照，現場秩序頓時大亂，保全人員護著五人沿著牆邊慢慢走機場。（突發中心吳詠平／桃園報導）<U+00A0> EXID抵台。吳詠平攝EXID抵台。吳詠平攝歌迷在入境大廳等候。吳詠平攝現場大批歌迷迎接團員很享受。吳詠平攝被迫沿著牆邊走。吳詠平攝工作人員護著五人前進。吳詠平攝",2016-09-25 16:00:00,20,"娛樂"
"401","【有片】蕭曉玲案折損兩官？　柯P：不盡然","（更新：增加影片）台北市教育局長湯志民請辭，外傳是因日前市府同意讓中山國中前教師蕭曉玲復職，但湯與台北市長柯文哲在蕭案的見解不同。媒體今問柯，是否局處長不想與他一起肩負蕭案的政治責任？柯表示，每件事都有正反面，有時候還是要做選擇。媒體追問柯，在法制面與教育面，局長是否因都不挺柯的決定才相繼去職？柯表示也不盡然，這是好問題。媒體問柯文哲，是否堅持蕭案的決定？柯表示，轉型正義真正的目的是防止過去的錯誤在未來發生，而非要懲罰過去的加害者，所以在現行法律下，如果沒有人做錯甚麼事，這個案子（蕭案）要怎麼撤銷，所以長官要做抉擇。由於柯不追究當初打壓蕭曉玲的官員，遭蕭批評「為德不卒」，柯強調自己不贊成循環報復，如果一定要說有人做錯，此案才能平反，那他選擇自己扛起來。媒體又問柯，為了蕭曉玲案折損兩位局長，是否代價有點大，柯表示，有些事情身為市長還是要做決定，如果要純粹用法律來解決政治問題，也沒辦法解決。媒體追問，這樣是否會違反行政程序或有違法的問題？柯表示，之前為蕭案有詢問法務部，法務部回函是請北市府自行擇處。柯表示，湯志民請辭的事，明天上班日再來討論。是否有其他的局處長會離職？柯表示，到時候會作全部的檢討，再一起處理。（張博亭／台北報導）出版：15:46更新：15:59 【想知道更多，一定要看……】一張表看柯市府出走首長數　已達13人疑蕭曉玲案爭議　北市教育局局長湯志民請辭台北市長柯文哲今被問及蕭曉玲案是否折損兩位市府一級官員時說，每件事都有正反面，還是要做選擇。劉耿豪攝北市教育局長湯志民請辭，外傳是與日前北市府同意讓中山國中前教師蕭曉玲復職有關。資料照片",2016-09-25 15:59:00,881,"生活"
"402","走了莫蘭蒂梅姬又來　蕉農：倒光不擔心了","(更新:增加影片)梓官區農會供銷部表示，梓官區蔬菜產區面臨接連而來的豪雨及颱風重創，目前梓官區蔬菜集貨場到貨量僅剩約平時的一成左右，這次颱風來襲因為受損蔬菜「來不及長大」農民就算想搶收也無菜可收。供銷部說，莫蘭蒂颱風前，梓官區仍有地瓜葉、空心菜可以採收，但颱風烈日將泡水地瓜葉曬得焦黃，目前該區僅剩少數空心菜可以採收，葉菜類價格因民眾搶購預期心理，批發價格微漲一成左右。同樣也在莫蘭蒂風災中同樣受創嚴重的高雄旗山香蕉產區蕉農李致弘也趕在梅姬颱風來臨前，將蕉園內僅剩約一成的香蕉樹加強固定。李致弘無奈苦笑說，比起莫蘭蒂，「這次不擔心了」，因為莫蘭蒂颱風後蕉園受損九成「該倒的差不多都倒光了」。（劉智維／高雄報導）出版時間:15:46更新時間:15:58 旗山蕉農李致弘趕在颱風前將僅剩的香蕉樹加強固定。蕉園內遭莫蘭蒂重創的香蕉還來不及清理，梅姬又接著襲台。劉智維攝莫蘭蒂風災後，李致弘的蕉園內香蕉樹重創九成。劉智維攝",2016-09-25 15:58:00,697,"生活"
"403","民眾舉牌快閃表心聲　要南鐵地下化","（更新:增加影片）今天下午3時，台南火車站後站與青年路平交道，同步有民眾舉牌快閃支持南鐵地下化動作，前後時間15分鐘結束，連絡人劉瑋婷表示，南鐵地下化不能只聽到反對聲音，也要有支持聲音，才會有今天的快閃活動。在台南火車站後站前方斑馬線上，近10位年輕人舉著支持南鐵牌子，趁著綠燈時，以步行方式表達他們的聲音。同時在東區青年路平交道也有5名民眾，趁著柵欄放下之際，站在平交道前表達相同的訴求。參與快閃民眾表示，8月9日召開的內政部都委會中，全體委員一致同意通過行政院版本的鐵路地下化方案，鐵路地下化後，不僅市區的9處平交道將會消失，更可以有效降低平交道的交通意外事故發生機率，並解除鐵路對於台南市區都市發展的的阻礙，提供都市縫合的機會，希望藉此活動向市民傳達我們的聲音，讓鐵路地下化加速進行，促進城市的發展。（劉榮輝／台南報導）出版時間:15:47更新時間:15:56 民眾在東區青年路平交道前舉牌支持南鐵地下化。劉榮輝攝。民眾在台南火車站後站前方舉牌支持南鐵地下化。劉榮輝攝。",2016-09-25 15:56:00,571,"社會"
"404","松山機場跳電　原因不明","松山機場跳電！民航局台北國際航空站表示，松山機場第4島櫃於今天下午2時45分時跳電，原因不明，幸好馬上啟用備用電源，國際航線未受到影響，國內航線部份航線作業稍有影響，但很快恢復正常。目前松山機場作業正常。至於跳電原因，還在檢查中。（戴安瑋／台北報導）<U+00A0> 松山機場下午不明原因跳電，台北國際航空站已啟用緊急備用電源。讀者提供松山機場下午不明原因跳電，辦公室都沒電，黑漆漆，天花板上的燈光全滅。讀者提供松山機場下午不明原因跳電，連銀行都沒有電。讀者提供",2016-09-25 15:56:00,144,"生活"
"405","譏諷IS　約旦漫畫家法院外遭槍殺","約旦作家兼漫畫家哈塔（Nahed Hattar）因為在臉書發表譏諷激進組織「伊斯蘭國」（Islamic State，IS）的漫畫，上月因猥<U+4EB5>罪嫌遭到逮捕，他今天在首都安曼出庭時，在法院外遭暗殺身亡。哈塔的頭部中了3顆子彈，當場死亡，槍手也現場向安全部隊自首。約旦的《明日報》（Al-Ghad）報導指，槍手是昨天才從鄰國入境，但目前未知是哪個國家。哈塔的漫畫抵毀譏諷IS眼中的天堂，呈現聖戰士在帳蓬有女人同床相伴，且向真主要求飲酒。此漫畫一出，在社交網路引發爭議，也種下殺機。約旦目前有參與美國領軍在敘利亞與伊拉克的空襲IS行動，但也因此，今年6月21日境內邊界遭到自殺炸彈攻擊，造成7名邊界衛兵喪命。（國際中心／綜合外電報導）跟上國際脈動，請到蘋果繞著地球爆按讚<U+00A0>",2016-09-25 15:55:00,233,"國際"
"406","【獨家】36歲高圓圓懷孕　趙又廷「順其自然」","(新增：動新聞)趙又廷和中國女星高圓圓前年6月結婚，《蘋果》掌握消息，36歲高圓圓已懷孕，他回應「一切仍順其自然」，並未否認。他倆婚後頻傳有了愛的結晶，她今年1月探班時被拍到身穿寬鬆衣服，又以圍巾遮住腹部，傳出有喜，當時趙又廷透過經紀人表示：「計劃持續中。」今天是趙又廷32歲生日，小倆口和趙爸趙樹海、趙媽一家人在加拿大度假兼慶生，在生日傳出喜事，可說是最好的生日禮物，他今未否認，只以訊息表示「一切仍順其自然」。（宇若霏／台北報導）出版時間：14：27更新時間：15：54 高圓圓（左圖左起）和趙又廷結婚2年，她14日現身北京機場（右圖），準備飛加拿大和老公團聚。合成照片高圓圓14日被拍到衣著寬鬆。趙樹海（左）、趙又廷是演藝圈著名父子檔。資料照片",2016-09-25 15:54:00,53645,"娛樂"
"407","公視明選董事長　媒觀今辦董事座談","公視將於明日舉行董事會，選出新任董事長，台灣媒體觀察基金會選在今日舉辦座談，邀請邱家宜、陳郁秀、鄭自隆、張天立等新董事，暢談對公視的未來發展規劃與想法。公視新董事名單出爐後成焦點，外傳邱家宜、陳郁秀、鄭自隆3人有意角逐董事長，媒觀今舉辦座談會，邀請3人及其他新任董事出席，媒觀董事長賴鼎銘開場時強調，舉辦座談是想提供平台讓新任董事論述，並非為了明天的選舉。傳聞有意角逐董事長的邱家宜表示，公視董事長選舉是公共事務，董事要面對社會，爭取社會信賴及資源，公視不是諸多電視台中的一個，未來目標要讓公視成為影視音龍頭，善用公共資源、投資人才，台灣具文化厚度且文化多元，但現在電視內容都重複，簡單來說，就是電視內容配不上社會，接下來可以將集團的8個頻道做出區隔，讓大家看到各種文化。盛傳同樣有意角逐董事長的鄭自隆則不停強調，公視營運狀況良好，台內有許多好節目卻沒人看，原因是與民眾的喜愛有落差，電視為庶民文化，像易開罐一般好開、好用、用完就丟，公視應調整節目內容，不該只成為給特定群眾看的菁英電視，而要符合大眾喜好，也不該淪為政府的傳播工具。被視為熱門董事長人選的陳郁秀則說，希望將台灣創造成品牌，而公視就是台灣品牌的代言人，將台灣的自然環境、藝術、歷史、科技等豐富內容，呈現給國內及國際的觀眾，現代科技日新月異，應要有遠見及預測能力，才能掌握趨勢發展，修法更是當務之急，有好的政策及政府支持，才能將豐富內容順暢地對內對外傳播。（楊寧芷/台北報導）",2016-09-25 15:53:00,128,"生活"
"408","JPGA鑽石盃高球賽　台灣詹世昌逆轉奪冠","日巡鑽石盃高球賽，台灣男子職業球員詹世昌，在最後回合繳出低於標準8桿的62桿，合計低於標準10桿的280桿，逆轉拿下冠軍。這項賽事總獎金1.5億日幣(約4694萬台幣)，冠軍獨得3000萬日幣(約939萬台幣)。(陳國偉／綜合報導)【更多體育新聞訊息，請加入《蘋果運動超級吧》粉絲團】",2016-09-25 15:53:00,104,"體育"
"409","【壹週刊】佩岑速效保濕3招！老公也偷學！","【更新相關新聞】有著一個可愛兒子Ian的侯佩岑，出席Aveeno（艾惟諾）台灣上市發表的時候，有些小抱怨說：「有了兒子，保養時間都變少了～」她分享自己如何在有限時間內，讓保養發揮最好效果。「一瓶保濕力夠的乳液是必要的，」佩岑說：「無論身體或臉，只要保濕做得好，再加上簡單按摩手法，至少皮膚不會乾乾不舒服。」另外，她還分享自己最愛加強保養的小秘招，是什麼～請看片～（撰文：沈子晴　攝影：劉鴻昌）其他更多壹週刊內容請點我相關新聞地方媽媽必看！佩岑說差兩公分就差很多<U+00A0> 侯佩岑說一定要有一罐很好的保濕乳液，無論身體或臉。將燕麥經過活化萃取，保留維他命E、蛋白質等，能夠讓肌膚維持正成PH值，含有燕麥膠，溫和不刺激，能夠鎖水保濕。高效舒緩保濕乳。（圖片提供：艾惟諾）融合天然蠶絲蛋白與玻尿酸、膠原蛋白，好吸收，能夠加強肌膚潤澤。完美保濕乳液。（圖片提供：專科）保濕做得不夠，皮膚就容易黑色素沈澱，加入維他命C、E等七種亮白成分，還有薏仁萃取，魚子醬精華，能夠調整皮膚乾燥、暗沈等狀況。晶透亮白水凝凍。（圖片提供：艾杜紗）含有超過25%的乳油木果油，融合亞麻籽油、蜂蜜等，能夠改善肌膚緊繃。乳油木蠟染圖紋保濕身體霜。（圖片提供：歐舒丹）適合乾性肌膚，乳油木果油加上紫羅蘭葉萃取，觸感與味道都舒服。乳油木紫羅蘭輕柔潤膚霜。（圖片提供：歐舒丹）",2016-09-25 15:52:00,8288,"壹週刊"
"410","【好羨慕】這家公司擬周休3日　還發4.7萬通勤費","日本《共同社》報導，雅虎日本公司考慮在數年內逐步落實周休3日，這個制度適用於該公司全體5800名員工。報導指出，雅虎日本尚未決定新制度下的員工薪資，這麼做是為了吸引優秀人才，及避免員工為了照顧年邁雙親而辭職。雅虎日本也打算下月起每月提供最多15萬日圓（約4.7萬元台幣）的通勤費，讓住在偏遠地區的員工能搭新幹線通勤。另外，雅虎日本下月起也將把員工每月在家工作天數的上限，從2天提高至5天。（林文彬／綜合外電報導）",2016-09-25 15:52:00,447,"財經"
"411","彰化媽祖聯合遶境　以糧代金遶境減汙染","(更新：新增影片)「2016彰化縣媽祖聯合遶境祈福活動」今天上午在埤頭合興宮舉辦起駕典禮，彰化縣府提供120份平安米取代燒金紙，以埤頭鄉在地生產的好米，製作成與金紙相同大小的平安米，讓信徒用來參拜，並將平安米帶回享用或捐作公益，以減少空氣汙染。2016彰化縣媽祖聯合遶境祈福活動起駕日，依民間習俗「擲筊」向媽祖請示，擇定今天為出巡好日子，來自全縣10尊媽祖神尊集合於埤頭合興宮作客，置天台、起駕宴後，今天由彰化縣長魏明谷及各宮廟主委恭請媽祖神尊登上鑾轎，11間宮廟妝點深具各宮廟特色的媽祖座車，接著點燃起馬炮，鐘、鼓、哨角齊鳴，萬人隨駕起程，場面熱鬧非凡，遶境活動將於本月30日回到爐主埤頭合興宮，下月1日舉辦聯合祈福典禮交接會旗。魏明谷說，研究指焚香燒金造成的懸浮微粒PM2.5等空氣汙染物質，對大眾健康影響甚鉅，此次遶境活動更以「以糧代金」讓信徒用平安米參拜，可以不燒金紙，既能減少空汙，還能增添更多功德。（鄧惠珍／彰化報導）出版時間 1329更新時間 1551 來自各地的媽祖神尊齊聚合興宮作客。鄧惠珍攝。彰化各大媽祖廟11尊媽祖神尊排排坐，相當壯觀。鄧惠珍攝。彰化縣府提供120份平安米取代燒金紙。鄧惠珍攝。平安米就擺在金紙旁。鄧惠珍攝。彰化縣府推動「以糧代金」減少燒金紙汙染。鄧惠珍攝。彰化縣媽祖聯合遶境起駕。鄧惠珍攝。彰化縣各大媽祖廟媽祖展開6天的聯合遶境活動。鄧惠珍攝。",2016-09-25 15:51:00,2202,"生活"
"412","【有片】湯志民請辭　柯Ｐ：明天上班日再處理","（更新：增加影片）北市小內閣教育局長湯志民確定請辭，媒體詢問台北市長柯文哲是否批准，柯表示知道這件事(湯請辭)，但等明天上班日再處理。由於日前北市議員陳重文在議場爆料，北市小內閣裡的「湯霓陳」即教育局長湯志民、文化局長謝佩霓、原民會主委陳秀惠，可能會接連去職，目前湯已經請辭，媒體今追問柯，另外兩位局處長是否會走人，柯表示這個開玩笑的話就不要當真。（張博亭／台北報導）出版：15:30更新：15:48 【想知道更多，一定要看……】一張表看柯市府出走首長數　已達13人湯志民公開信　稱完成「階段性大工作」北市教育局長湯志民確定請辭，市長柯文哲今表示，等明天上班日再處理。資料照片柯文哲受訪。劉耿豪攝",2016-09-25 15:48:00,2269,"生活"
"413","【紐約登記】陳怡蓉早成人妻　明天清邁婚禮砸1200萬","<U+00A0>（新增內容、照片）陳怡蓉明天在泰國清邁辦婚禮，婚禮總花費約1200萬元，全由老公醫美執行長薛博仁買單，薛博仁今天中午受訪透露，兩人今年農曆過年前已在紐約登記，台灣則在清邁婚禮之後登記。問他有沒有先簽婚前協議書？他表示那就不用結婚了，他讚老婆有幫夫運，他結婚後診所業績已成長20％，月入達700萬元。昨晚好友們替陳怡蓉辦祕密單身趴，滿滿的玫瑰花卉及搖曳燭光，還用花瓣排出新人的英文名字字首A&T，讓新娘大呼驚喜，這是她婚前最後能「碰觸別的男性肉體的機會」，診所猛男醫師犧牲色相脫衣秀肌肉取悅新娘，何潤東夫婦、翁虹、陳奕等人也玩得很開心。新郎薛博仁沒單身趴，忍不住跑到女生單身趴<U+51D1>熱鬧，但隨即被大夥趕走，顯得有些孤寂。最後女生派對結束，大夥聚集到新郎房躲起來，等新郎被騙進房，診所幾位猛男醫師協力扒光他衣服，給他超大驚喜，讓他快哭出來，但陳怡蓉有事先拜託，最後大家手下留情，讓他脫得只剩內褲。談到登記，薛博仁表示，今年農曆年之前兩人就已在紐約登記，之後她到他彰化老家吃年夜飯，目前夫妻倆擁有3間房子，陳怡蓉有2間，薛博仁有1間，3間市值約1億元，要繳豪宅稅約200萬元，他希望婚後陳怡蓉不用為錢拍戲，只要挑她喜歡的戲拍即可。薛博仁目前擁有5間診所，台灣2間，中國3間，總投資約1億元。（趙大智／清邁報導）出版時間：15:05更新時間：15:29 【想知道更多，一定要看……】楊祐寧飛清邁當伴郎　為陳怡蓉沒睡飽陳怡蓉婚前BLUE　伴手禮遭海關扣留損失20萬陳怡蓉（右）昨晚在泰國開單身趴，翁虹同歡。明悅提供薛博仁（中）偕伴郎今午接受媒體專訪。陳明中攝薛博仁和陳怡蓉明天將在泰國清邁舉行婚禮。陳明中攝薛博仁砸重金在泰國清邁舉行婚禮。陳明中攝單身趴以玫瑰花卉布置，還用花瓣排出新人的英文名字字首A&T。明悅提供單身趴餐點精緻。明悅提供單身趴餐點精緻。明悅提供",2016-09-25 15:47:00,6516,"娛樂"
"414","【高雄海碩】雙打決賽鵬寶配不敵泰國酸菜兄弟屈居亞軍","總獎金12.5萬美元（約395.6萬台幣）高雄海碩國際男子網球挑戰賽，今在高雄陽明網球中心進行最後一天賽程，雙打決賽由高雄市地主球員「小寶」易楚寰搭檔「A鵬」謝政鵬對上泰國的拉提汪塔納孿生兄弟(S.& S.Ratiwarana)，可惜鵬寶配最終以4比6、6比7(4)落敗屈居亞軍。謝政鵬去年與「小胖」楊宗樺打下高雄海碩盃雙打冠軍，A鵬今年改跟小寶合作再度打進高雄海碩盃合雙打決賽，再度對決泰國的「酸菜」兄弟，但鵬寶配在去年4月台北三太子盃雙打4強就曾以7比6(9)、4比6和5比10吞下敗戰的經驗。首盤一開始，鵬寶配就陷入苦戰，首個發球局就遭到破發，雖然鵬寶配在第8局終於成功破發，但第9局就立刻被回破，先以4比6送出首盤。第二盤，鵬寶配在第2局率先破發，但可惜次局立刻又被回破，雙方接著互保到6比6搶七，鵬寶配一度取得2比1領先，但被連下3分後開始落後，最終以4比7吞下敗戰，無緣將雙打冠軍盃留在台灣。(詹健全／高雄報導)<U+00A0>",2016-09-25 15:46:00,117,"體育"
"415","力宏妻曬一家四口照　網友「太幸福了」","王力宏和王靚蕾（原名李靚蕾）結婚3年多，愛女王嘉莉已2歲大，第2胎也即將報到，他忙完多倫多的《火力全開演唱會》電影首映後，宣布全面停工，進入為期2個月的陪產模式，上周他在微博po陪女兒在泳池裡戲水的照片，今天，愛妻王靚蕾也在微博po出「一家四口」天倫照。王靚蕾的全家福照片中，力宏和挺著大肚的她，大手牽小手帶王嘉莉上街，這對夫妻還一人一手拉起王嘉莉飛高高，十分溫馨！她留言「享受生活中的小事，有一天你會意識到這些點滴才是生命中的大事 (Enjoy the little things in life, for one day you'll realize they're the big things""- Kurt Vonnegut)」，網友則直喊太幸福了，也敲碗求看王嘉莉正面照。（唐慧穎／綜合報導） 「一家四口」連影子看起來都溫馨。翻攝李靚蕾微薄 力宏妻挺著巨肚抱著愛女。翻攝李靚蕾微薄",2016-09-25 15:44:00,2139,"娛樂"
"416","颱風將襲佳冬防淹　居民電器墊高衣物裝箱","剛走了莫蘭蒂，梅姬將再襲台，因颱風路徑可能經過屏東，屏東沿海易淹水的佳冬、林邊地區居民加強防淹準備。莫蘭蒂時淹最高達1.5公尺的佳冬鄉燄塭村民，有的已先將電視、電扇置放桌面等較高平台，一位蘇姓婦人表示，除了家電器具怕淹水損壞，家人衣物現在都改大型塑膠箱收納，若豪雨時發現水要淹進家門，直接搬塑膠箱上床或較高處即可。佳冬鄉長龔日光表示，佳冬鄉的燄塭、塭仔、羌園等地多年來一直是易淹水地區，目前第七河川局加已進駐20多具大型抽水機組到林邊溪旁堤防或大排水溝旁待命，也要求河川局人員做好抽水機組檢修整備，盼豪雨時發揮抽排水的功能。住燄塭村的周姓婦人則表示，居民常年受淹水之苦，早習慣如何整備防淹措施，一般都是家電類器具平常就放高一點平台上，地面上儘量減少雜物堆置，若要堆置物品，最好有大型的防水收納容器以利搬抬，見水要淹上來時就可移到高位處。（陳宏銘／屏東報導） 蘇姓婦人家中除了電器放高，平時衣物都收納到大塑膠箱內，以利淹水隨時搬到高處。陳宏銘攝大型抽水機具在排水溝等處待命。陳宏銘攝大型抽水機組已一字排開在佳冬鄉易淹水的堤防等處待命。陳宏銘攝大型抽水機具一字排開待命。陳宏銘攝",2016-09-25 15:44:00,226,"生活"
"417","【看片來對千萬獎】統一發票7~8月號碼出爐","（更新：新增影片）趕快來對獎！千萬發票幸運兒是你嗎？今年7~8月統一發票開獎了，本期千萬特別獎中獎號碼為 91909013，估計中獎張數可超過8組以上。另外，7~8月統一發票200萬特獎號碼是95976127，頭獎共有三組：54845444、41876525，86331065。200元6獎的號碼共四組：352、672、731和214。因大獎兌領率低，發票獎金經費有餘裕，財政部先前已宣布，下半年200元的6獎將增開3組，讓小獎由目前的4組調增為7組，中獎率將從千分之4提高到千分之7，民眾多了小確幸。（廖珮君／台北報導）出版：12：37更新：15：43 【想知道更多，一定要看……】快回家翻發票～5、6月千萬大獎剩6人沒來領7~8月統一發票號碼出爐。資料照片",2016-09-25 15:43:00,56955,"財經"
"418","華仔撞衫黃曉明　 過季貨照樣飛遜","下周即將滿55歲的天王劉德華（華仔），即使當了爸，穿搭依舊帥氣有型。他日前出席新片《王牌逗王牌》宣傳活動，就以時下最潮的街頭打扮－白T、牛仔褲及白球鞋亮相，再套上Balmain與H＆M去年合作的黑西裝，輕鬆又時尚。雖然這件西裝被眼尖的網友發現和黃曉明撞衫，而且黃曉明早在去年該系列推出時就已搶先曝光，一身酷黑的他以皮褲、襯衫、短靴搭襯，盡顯性格。中港兩代小生路線大不相同，網友倒是對華仔的街頭LOOK更為讚賞，認為他寶刀未老，把過季衫搭得很飛遜！(陳玥礽／綜合報導)<U+00A0> 黃曉明早在去年該系列一推出就搶先曝光這件西裝。翻攝Blueness_W微博一身酷黑的黃曉明(左)以襯衫、皮褲、短靴搭配BalmainXH＆M外套。翻攝鬼吹燈之牧野詭事微博",2016-09-25 15:40:00,776,"時尚"
"419","雖ICAO未邀請　民航局7人團隊仍將前往","國際民航組織（ICAO）每3年一次的年度大會下周二將在加拿大蒙特婁召開，因中國阻擾，ICAO日前已明確告知我國將不發邀請函給台灣，我國除表達遺憾和抗議外，我國交通部民航局副局長何淑萍也將於今晚率隊，搭乘長榮航空航班BR-036從桃園機場飛往多倫多後，再轉機前往蒙特婁。民航局表示，這次ICAO雖未邀請我國參加，但民航局副局長何淑萍帶領的7人團隊抵達蒙特婁後，因無法入會發聲仍會在會外，感謝主動幫我國說話的美國、加拿大等友邦，還會與不熟悉台灣的友邦交流及收集資料。民航局長林國顯說，民航局已準備好議題，待外交部安排後，與參加的會員國溝通、交流。民航局說，台灣所轄的台北飛航情報區鄰接福岡、馬尼拉、香港及上海等4個飛航情報區，去年提供約153萬架次的飛航管制服務，服務逾5800萬旅客，國際民航組織（ICAO）大會將制定各國共同遵循的飛安規範，台灣有參與必要性。 (戴安瑋/台北報導)<U+00A0>",2016-09-25 15:40:00,361,"生活"
"420","【不斷更新】中颱梅姬持續增強　預計今晚11：30發海警","15:39今天早上8時，颱風梅姬的中心位置在鵝鑾鼻東南東方約1180公里的海面上，往西北西朝台灣東南部海面前進；中央氣象局表示，預計今天晚上至深夜發布海上颱風警報，最快晚上8時半，深夜11時半也有可能，以11時半機率較大，明天清晨至早上發布陸上警報。【更新】梅姬海警　晚上11時半機率較大12:32今年西北太平洋第17號颱風、中度颱風梅姬將威脅台灣，中央氣象局很可能在今天晚上至深夜發布海上颱風警報。氣象局、台灣颱風洪水研究中心、台灣大學及漢翔航空工業公司共同執行的「追風計畫」也隨之啟動，預計明天清晨5時從台中清泉崗機場起飛，執行投落送觀測，進行約6小時。氣象局表示，過去的統計顯示，投落送觀測平均可降低72小時颱風路徑預報誤差約6.5％。中颱梅姬威脅　追風計畫明晨啟動12:05梅姬颱風接近台灣，不僅威力持續增強，範圍也逐漸擴大。氣象專家吳德榮在專欄指出，由中央氣象局早上8時的「暴風圈侵襲機率圖」可知，未來120小時內7級暴風圈通過機率（不是颱風中心登陸機率），以台東、花蓮（60至80%）較高，其次是恆春近海及宜蘭（40至60%）。吳德榮指出，歐洲中期天氣預報中心（ECMWF）昨天晚上系集模擬結果也大致類似。」梅姬颱風襲台範圍　專家：花東機率最高<U+00A0>11:20梅姬颱風接近，台灣鄰近各國預測颱風路徑大致相同，都認為颱風將在後天穿過南台灣，東南邊進、西南邊出。中央氣象局預報中心主任鄭明典在facebook提到，很少有颱風從形成開始，各國預測路徑就相當一致，修訂幅度也都有限。梅姬颱風穿南台　各國預測類似<U+00A0>11:08梅姬颱風接近，天氣風險管理開發公司總監賈新興在facebook上描述主要影響時間和熱區。賈指出，明天傍晚至後天清晨颱風接近，主要影響宜蘭、花蓮、綠島、蘭嶼；後天清晨至中午颱風中心登陸台灣前，影響東半部；後天中午至傍晚颱風中心出海前，影響東半部、嘉義以南；後天傍晚至周三清晨颱風遠離，影響東半部、嘉義以南、澎湖。梅姬颱風本周侵台　時間、熱區看這裡<U+00A0>09:56氣象局指出，梅姬的強度及暴風圈仍有增強及擴大的趨勢，對台灣威脅很大。明天北部、東半部就會受到它的外圍環流影響，降雨機率增加，後天至周三中午是此颱風影響最明顯的時段，後天各地有雨，周三颱風遠離，南部、東半部還會下雨，中部以北雨勢稍稍趨緩。今天颱風還沒來，大環境吹東北風，由於颱風下沉氣流作用影響，各地天氣穩定、水汽少；東半部及大台北地區有零星陣雨，西半部大多晴到多雲，午後中部山區及南部地區有零星雷陣雨。至於氣溫，今天各地清晨、夜裡有點涼意，約23至25℃，白天約30至33℃，中、南部因雲量少加上東風過山沉降，白天氣溫較高。今颱風來前天氣好　晚上海警明天陸警06:40中度颱風梅姬持續朝台灣進逼，今晨位置已來到鵝鑾鼻東南方約1300公里海面上，以每小時24公里的速度朝西北西方向前進。中央氣象局預估，梅姬將在周二登陸，東南部一帶機會最高。預報員陳依秀指出，若颱風行進路徑及速度不變，氣象局最快將於今天深夜發布海上颱風警報，緊接著明天發布陸上颱風警報。由於梅姬不斷增強，當它接近台灣時，暴風半徑恐擴大為220公里，且強度逼近強颱。明起颱風外圍環流開始影響台灣，周二一整天及周三上半天，是影響最明顯的時間。今天受到颱風外圍沉降作用影響，反而中南部地區天氣穩定，高溫約33℃；北部、東北部因吹東北風，局部地區有雨，高溫31至32℃。00:00中颱梅姬昨晚中心位置在鵝鑾鼻東南方約1450公里海面上，以每小時26公里速度，略為加速向西北西朝東南部海域移動，預測路徑略往北修，但從颱風路徑潛勢圖仍預測，周二從東部登陸。中央氣象局指出，梅姬還有增強空間，接近台灣時將是中颱上限或以上強度，暴風圈還有擴大趨勢，最快今天晚上發布海上警報，明天白天發布陸上警報，周二、三是颱風最接近時刻，請民眾做好防颱準備。中颱梅姬略加速　最快明晚發海警<U+00A0><U+00A0> 梅姬颱風來勢洶洶。中央氣象局提供梅姬颱風潛勢路徑圖。中央氣象局提供",2016-09-25 15:39:00,315846,"生活"
"421","國民登頂　連3次偶數年國聯東區奪冠","【更新：新增影片】近況不佳的國民隊，今天終於時來運轉，靠著第3任投手羅培茲(Reynaldo Lopez)臨危受命，撐了5.1局無失分，以6比1力克海盜，再拜大都會以8比10輸給費城人之賜，魔術數字一下子從2減到0，奪下國聯東區冠軍。這是國民隊近5年來第3次拿下國聯東區第一，且剛好是偶數年的2012、14和16年，不過前兩次都在被看好之下，於第一輪的國聯分區季後賽就遭到淘汰。長期在分區位居龍頭的國民，近況並不理想，過去6場就輸了5場，再加上大都會近來表現不錯，魔術數字遞減得非常慢，今天開賽也不是那麼順，先發投手羅斯(Joe Ross)只投了2.2局被敲5安打，失1分就退場，今年表現好壞落差大的菜鳥投手羅培茲在4局起登板，一直投到9局下1出局後才退場，5.1局只被敲3安打，投出2次四壞和6次三振，無失分，不但守住勝利，也減少牛棚消耗量，個人拿下第4勝。國民頭號強打哈潑(Bryce Harper)今天敲勝利打點、包辦2打點，成了勝利英雄之一，但兩度攻下分數都不是靠安打，1局上敲高飛犧牲打，4局下擊出滾地球造成失誤，全隊也沒有全壘打，但敲了12安，靠團隊戰力拿下一場關鍵勝利。(謝岱穎／綜合報導)發稿時間：11:06更新時間：16:08<U+00A0> 國民分區封王，賽後全隊在休息室開香檳慶祝。法新社國民5年內3度奪得國聯東區冠軍。取自國民推特國民沃斯(Jayson Werth)回壘得分，和隊友擊掌慶祝。法新社",2016-09-25 16:09:00,5398,"體育"
